epoch,acc,loss,val_acc,val_loss
0,0.32700000613927843,4.112413947582245,0.33333333641290663,1.0986123085021973
1,0.3370000074058771,1.0988241386413575,0.33333333760499956,1.0986123085021973
2,0.45300000451505185,1.0471005156636237,0.6666666611035665,0.48549628734588623
3,0.6850000031292438,0.550899314135313,0.7666666666666667,0.3257675659656525
4,0.7819999973475933,0.44997528664767744,0.5333333392937978,0.9918905480702718
5,0.8869999927282334,0.3198733448795974,0.699999996026357,0.7554801575342814
6,0.9159999936819077,0.22444949080934748,0.8999999928474426,0.26215730398893355
7,0.9459999936819077,0.1726672513957601,0.33333333750565847,6.464196427663167
8,0.9509999966621399,0.16268380325986073,0.8666666690508524,0.3166733233133952
9,0.9519999957084656,0.16745599303860217,0.6666666626930237,2.790703565205137
10,0.9559999948740006,0.13781994817312807,0.6666666642824809,1.9583312201499938
11,0.9529999929666519,0.18051052409107796,0.7333333305517833,0.6236869689573844
12,0.9579999959468841,0.14859485325054267,0.6666666650772095,1.0069294537976383
13,0.9639999955892563,0.111701742868172,0.6999999944368999,0.7668692494432131
14,0.972999997138977,0.10023478032642742,0.8666666650772095,0.20585371104379496
15,0.9659999960660934,0.11030393346765777,0.699999996026357,1.1310158948103586
16,0.965999995470047,0.13421700666018296,0.6333333357175192,2.6885462172826133
17,0.9659999960660934,0.11653138304915046,0.6333333345254263,5.290321839650472
18,0.9559999948740006,0.14371257159102244,0.6666666615009308,1.6314879616114224
19,0.961999996304512,0.1530649141781032,0.6666666646798451,2.575726487636566
20,0.9569999939203262,0.1328600362467114,1.0,0.0017381778947052832
21,0.965999995470047,0.1321585271906224,0.6666666658719381,4.390352872212728
22,0.9639999967813492,0.19434285419032676,0.6666666626930237,1.3564524654547374
23,0.9619999966025352,0.15951170412976354,0.6666666654745738,1.8327923468748728
24,0.6930000007897615,0.0408137567789953,0.33333333690961203,1.1920930376163597e-07
25,0.3300000061839819,1.1920930376163597e-07,0.33333333402872084,1.1920930376163597e-07
26,0.3350000061839819,1.1920930376163597e-07,0.33333333671092985,1.1920930376163597e-07
27,0.3400000075250864,1.1920930376163597e-07,0.3333333366115888,1.1920930376163597e-07
28,0.3310000070184469,1.1920930376163597e-07,0.33333333681027094,1.1920930376163597e-07
29,0.3270000071078539,1.1920930376163597e-07,0.3333333365122477,1.1920930376163597e-07
30,0.33900000624358656,1.1920930376163597e-07,0.3333333388964335,1.1920930376163597e-07
31,0.32900000661611556,1.1920930376163597e-07,0.3333333365122477,1.1920930376163597e-07
32,0.3370000063627958,1.1920930376163597e-07,0.3333333366115888,1.1920930376163597e-07
33,0.33000000692903997,1.1920930376163597e-07,0.333333334227403,1.1920930376163597e-07
34,0.33600000753998754,1.1920930376163597e-07,0.3333333353201548,1.1920930376163597e-07
35,0.33100000642240046,1.1920930376163597e-07,0.3333333363135656,1.1920930376163597e-07
36,0.33600000843405725,1.1920930376163597e-07,0.3333333374063174,1.1920930376163597e-07
37,0.33600000575184824,1.1920930376163597e-07,0.33333333681027094,1.1920930376163597e-07
38,0.313000006377697,1.1920930376163597e-07,0.3333333362142245,1.1920930376163597e-07
39,0.3470000071823597,1.1920930376163597e-07,0.33333333700895307,1.1920930376163597e-07
40,0.3310000066459179,1.1920930376163597e-07,0.3333333354194959,1.1920930376163597e-07
41,0.3370000071078539,1.1920930376163597e-07,0.3333333358168602,1.1920930376163597e-07
42,0.33500000663101676,1.1920930376163597e-07,0.3333333366115888,1.1920930376163597e-07
43,0.3310000065714121,1.1920930376163597e-07,0.3333333378036817,1.1920930376163597e-07
44,0.33500000737607477,1.1920930376163597e-07,0.3333333366115888,1.1920930376163597e-07
45,0.33400000669062135,1.1920930376163597e-07,0.3333333363135656,1.1920930376163597e-07
46,0.3310000053048134,1.1920930376163597e-07,0.33333333690961203,1.1920930376163597e-07
